strategy_id,strategy_code,strategy,description,transformation_specification,baseline_strategy_id
1019,AF:ALL,Sectoral Composite - AFOLU,All (unique by transformer) AFOLU transformations,TX:AGRC:DEC_CH4_RICE|TX:AGRC:DEC_EXPORTS|TX:AGRC:DEC_LOSSES_SUPPLY_CHAIN|TX:AGRC:INC_CONSERVATION_AGRICULTURE|TX:AGRC:INC_PRODUCTIVITY|TX:LNDU:DEC_DEFORESTATION|TX:LNDU:DEC_SOC_LOSS_PASTURES|TX:LNDU:INC_REFORESTATION|TX:LNDU:INC_SILVOPASTURE|TX:LNDU:PLUR|TX:LSMM:INC_CAPTURE_BIOGAS|TX:LSMM:INC_MANAGEMENT_CATTLE_PIGS|TX:LSMM:INC_MANAGEMENT_OTHER|TX:LSMM:INC_MANAGEMENT_POULTRY|TX:LVST:DEC_ENTERIC_FERMENTATION|TX:LVST:DEC_EXPORTS|TX:LVST:INC_PRODUCTIVITY|TX:SOIL:DEC_LIME_APPLIED|TX:SOIL:DEC_N_APPLIED,0
2000,TRWW:INC_CAPTURE_BIOGAS,Singleton - Default Value - TRWW: Increase biogas capture,,TX:TRWW:INC_CAPTURE_BIOGAS,0
2001,TRWW:INC_COMPLIANCE_SEPTIC,Singleton - Default Value - TRWW: Increase septic compliance,,TX:TRWW:INC_COMPLIANCE_SEPTIC,0
2002,WALI:INC_TREATMENT_INDUSTRIAL,Singleton - Default Value - WALI: Improved industrial wastewater treatment,,TX:WALI:INC_TREATMENT_INDUSTRIAL,0
2003,WALI:INC_TREATMENT_RURAL,Singleton - Default Value - WALI: Improved rural wastewater treatment,,TX:WALI:INC_TREATMENT_RURAL,0
2004,WALI:INC_TREATMENT_URBAN,Singleton - Default Value - WALI: Improved urban wastewater treatment,,TX:WALI:INC_TREATMENT_URBAN,0
2005,WASO:DEC_CONSUMER_FOOD_WASTE,Singleton - Default Value - WASO: Consumer food waste reduction,,TX:WASO:DEC_CONSUMER_FOOD_WASTE,0
2006,WASO:INC_ANAEROBIC_AND_COMPOST,Singleton - Default Value - WASO: Increase composting and biogas,,TX:WASO:INC_ANAEROBIC_AND_COMPOST,0
2007,WASO:INC_CAPTURE_BIOGAS,Singleton - Default Value - WASO: Increase biogas capture,,TX:WASO:INC_CAPTURE_BIOGAS,0
2008,WASO:INC_ENERGY_FROM_BIOGAS,Singleton - Default Value - WASO: Biogas for energy production,,TX:WASO:INC_ENERGY_FROM_BIOGAS,0
2009,WASO:INC_ENERGY_FROM_INCINERATION,Singleton - Default Value - WASO: Incineration for energy production,,TX:WASO:INC_ENERGY_FROM_INCINERATION,0
2010,WASO:INC_LANDFILLING,Singleton - Default Value - WASO: Increase landfilling,,TX:WASO:INC_LANDFILLING,0
2011,WASO:INC_RECYCLING,Singleton - Default Value - WASO: Increase recycling,,TX:WASO:INC_RECYCLING,0
2012,CE:ALL,Sectoral Composite - Circular Economy,All (unique by transformer) Circular Economy transformations,TX:TRWW:INC_CAPTURE_BIOGAS|TX:TRWW:INC_COMPLIANCE_SEPTIC|TX:WALI:INC_TREATMENT_INDUSTRIAL|TX:WALI:INC_TREATMENT_RURAL|TX:WALI:INC_TREATMENT_URBAN|TX:WASO:DEC_CONSUMER_FOOD_WASTE|TX:WASO:INC_ANAEROBIC_AND_COMPOST|TX:WASO:INC_CAPTURE_BIOGAS|TX:WASO:INC_ENERGY_FROM_BIOGAS|TX:WASO:INC_ENERGY_FROM_INCINERATION|TX:WASO:INC_LANDFILLING|TX:WASO:INC_RECYCLING,0
3000,CCSQ:INC_CAPTURE,Singleton - Default Value - CCSQ: Increase direct air capture,,TX:CCSQ:INC_CAPTURE,0
3001,ENTC:DEC_LOSSES,Singleton - Default Value - ENTC: Reduce transmission losses,,TX:ENTC:DEC_LOSSES,0
3002,ENTC:LEAST_COST_SOLUTION,Singleton - Default Value - ENTC: Least cost solution,,TX:ENTC:LEAST_COST_SOLUTION,0
3003,ENTC:TARGET_CLEAN_HYDROGEN,Singleton - Default Value - ENTC: Clean hydrogen,,TX:ENTC:TARGET_CLEAN_HYDROGEN,0
3004,ENTC:TARGET_RENEWABLE_ELEC,Singleton - Default Value - ENTC: 95% of electricity is generated by renewables in 2050,,TX:ENTC:TARGET_RENEWABLE_ELEC,0
3005,FGTV:DEC_LEAKS,Singleton - Default Value - FGTV: Minimize leaks,,TX:FGTV:DEC_LEAKS,0
3006,FGTV:INC_FLARE,Singleton - Default Value - FGTV: Maximize flaring,,TX:FGTV:INC_FLARE,0
3007,INEN:INC_EFFICIENCY_ENERGY,Singleton - Default Value - INEN: Maximize industrial energy efficiency,,TX:INEN:INC_EFFICIENCY_ENERGY,0
3008,INEN:INC_EFFICIENCY_PRODUCTION,Singleton - Default Value - INEN: Maximize industrial production efficiency,,TX:INEN:INC_EFFICIENCY_PRODUCTION,0
3009,INEN:SHIFT_FUEL_HEAT,Singleton - Default Value - INEN: Fuel switch high- and low-temp thermal processes. ,,TX:INEN:SHIFT_FUEL_HEAT,0
3010,SCOE:DEC_DEMAND_HEAT,Singleton - Default Value - SCOE: Reduce end-use demand for heat energy by improving building shell,,TX:SCOE:DEC_DEMAND_HEAT,0
3011,SCOE:INC_EFFICIENCY_APPLIANCE,Singleton - Default Value - SCOE: Increase appliance efficiency,,TX:SCOE:INC_EFFICIENCY_APPLIANCE,0
3012,SCOE:SHIFT_FUEL_HEAT,"Singleton - Default Value - SCOE: Switch to electricity for heat using heat pumps, electric stoves, etc.",,TX:SCOE:SHIFT_FUEL_HEAT,0
3013,TRDE:DEC_DEMAND,Singleton - Default Value - TRDE: Reduce demand for transport,,TX:TRDE:DEC_DEMAND,0
3014,TRNS:INC_EFFICIENCY_ELECTRIC,Singleton - Default Value - TRNS: Increase electric transportation energy efficiency,,TX:TRNS:INC_EFFICIENCY_ELECTRIC,0
3015,TRNS:INC_EFFICIENCY_NON_ELECTRIC,Singleton - Default Value - TRNS: Increase non-electric transportation energy efficiency,,TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC,0
3016,TRNS:INC_OCCUPANCY_LIGHT_DUTY,Singleton - Default Value - TRNS: Increase occupancy for private vehicles,,TX:TRNS:INC_OCCUPANCY_LIGHT_DUTY,0
3017,TRNS:SHIFT_FUEL_LIGHT_DUTY,Singleton - Default Value - TRNS: Electrify light duty road transport,,TX:TRNS:SHIFT_FUEL_LIGHT_DUTY,0
3018,TRNS:SHIFT_FUEL_MARITIME,Singleton - Default Value - TRNS: Fuel switch maritime,,TX:TRNS:SHIFT_FUEL_MARITIME,0
3019,TRNS:SHIFT_FUEL_MEDIUM_DUTY,Singleton - Default Value - TRNS: Fuel switch medium duty road transport,,TX:TRNS:SHIFT_FUEL_MEDIUM_DUTY,0
3020,TRNS:SHIFT_FUEL_RAIL,Singleton - Default Value - TRNS: Electrify rail,,TX:TRNS:SHIFT_FUEL_RAIL,0
3021,TRNS:SHIFT_MODE_FREIGHT,Singleton - Default Value - TRNS: Mode shift freight,,TX:TRNS:SHIFT_MODE_FREIGHT,0
3022,TRNS:SHIFT_MODE_PASSENGER,Singleton - Default Value - TRNS: Mode shift passenger vehicles to others,,TX:TRNS:SHIFT_MODE_PASSENGER,0
3023,TRNS:SHIFT_MODE_REGIONAL,Singleton - Default Value - TRNS: Mode shift regional passenger travel,,TX:TRNS:SHIFT_MODE_REGIONAL,0
3024,EN:ALL,Sectoral Composite - Energy,All (unique by transformer) Energy transformations,TX:CCSQ:INC_CAPTURE|TX:ENTC:DEC_LOSSES|TX:ENTC:LEAST_COST_SOLUTION|TX:ENTC:TARGET_CLEAN_HYDROGEN|TX:ENTC:TARGET_RENEWABLE_ELEC|TX:FGTV:DEC_LEAKS|TX:FGTV:INC_FLARE|TX:INEN:INC_EFFICIENCY_ENERGY|TX:INEN:INC_EFFICIENCY_PRODUCTION|TX:INEN:SHIFT_FUEL_HEAT|TX:SCOE:DEC_DEMAND_HEAT|TX:SCOE:INC_EFFICIENCY_APPLIANCE|TX:SCOE:SHIFT_FUEL_HEAT|TX:TRDE:DEC_DEMAND|TX:TRNS:INC_EFFICIENCY_ELECTRIC|TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC|TX:TRNS:INC_OCCUPANCY_LIGHT_DUTY|TX:TRNS:SHIFT_FUEL_LIGHT_DUTY|TX:TRNS:SHIFT_FUEL_MARITIME|TX:TRNS:SHIFT_FUEL_MEDIUM_DUTY|TX:TRNS:SHIFT_FUEL_RAIL|TX:TRNS:SHIFT_MODE_FREIGHT|TX:TRNS:SHIFT_MODE_PASSENGER|TX:TRNS:SHIFT_MODE_REGIONAL,0
4000,IPPU:DEC_CLINKER,Singleton - Default Value - IPPU: Reduce cement clinker,,TX:IPPU:DEC_CLINKER,0
4001,IPPU:DEC_DEMAND,Singleton - Default Value - IPPU: Demand management,,TX:IPPU:DEC_DEMAND,0
4002,IPPU:DEC_HFCS,Singleton - Default Value - IPPU: Reduce use of HFCs,,TX:IPPU:DEC_HFCS,0
4003,IPPU:DEC_N2O,Singleton - Default Value - IPPU: Reduce Nitrous Oxide emissions,,TX:IPPU:DEC_N2O,0
4004,IPPU:DEC_OTHER_FCS,Singleton - Default Value - IPPU: Reduce other fluorinated compounds,,TX:IPPU:DEC_OTHER_FCS,0
4005,IPPU:DEC_PFCS,Singleton - Default Value - IPPU: Reduce use of PFCs,,TX:IPPU:DEC_PFCS,0
4006,IP:ALL,Sectoral Composite - IPPU,All (unique by transformer) IPPU transformations,TX:IPPU:DEC_CLINKER|TX:IPPU:DEC_DEMAND|TX:IPPU:DEC_HFCS|TX:IPPU:DEC_N2O|TX:IPPU:DEC_OTHER_FCS|TX:IPPU:DEC_PFCS,0
6000,PFLO:INC_HEALTHIER_DIETS,Singleton - Default Value - PFLO: Change diets,,TX:PFLO:INC_HEALTHIER_DIETS,0
6001,PFLO:INC_IND_CCS,Singleton - Default Value - PFLO: Industrial carbon capture and sequestration,,TX:PFLO:INC_IND_CCS,0
6002,PFLO:ALL,All Actions,All actions (unique by transformer),TX:AGRC:DEC_CH4_RICE|TX:AGRC:DEC_EXPORTS|TX:AGRC:DEC_LOSSES_SUPPLY_CHAIN|TX:AGRC:INC_CONSERVATION_AGRICULTURE|TX:AGRC:INC_PRODUCTIVITY|TX:CCSQ:INC_CAPTURE|TX:ENTC:DEC_LOSSES|TX:ENTC:LEAST_COST_SOLUTION|TX:ENTC:TARGET_CLEAN_HYDROGEN|TX:ENTC:TARGET_RENEWABLE_ELEC|TX:FGTV:DEC_LEAKS|TX:FGTV:INC_FLARE|TX:INEN:INC_EFFICIENCY_ENERGY|TX:INEN:INC_EFFICIENCY_PRODUCTION|TX:INEN:SHIFT_FUEL_HEAT|TX:IPPU:DEC_CLINKER|TX:IPPU:DEC_DEMAND|TX:IPPU:DEC_HFCS|TX:IPPU:DEC_N2O|TX:IPPU:DEC_OTHER_FCS|TX:IPPU:DEC_PFCS|TX:LNDU:DEC_DEFORESTATION|TX:LNDU:DEC_SOC_LOSS_PASTURES|TX:LNDU:INC_REFORESTATION|TX:LNDU:INC_SILVOPASTURE|TX:LNDU:PLUR|TX:LSMM:INC_CAPTURE_BIOGAS|TX:LSMM:INC_MANAGEMENT_CATTLE_PIGS|TX:LSMM:INC_MANAGEMENT_OTHER|TX:LSMM:INC_MANAGEMENT_POULTRY|TX:LVST:DEC_ENTERIC_FERMENTATION|TX:LVST:DEC_EXPORTS|TX:LVST:INC_PRODUCTIVITY|TX:PFLO:INC_HEALTHIER_DIETS|TX:PFLO:INC_IND_CCS|TX:SCOE:DEC_DEMAND_HEAT|TX:SCOE:INC_EFFICIENCY_APPLIANCE|TX:SCOE:SHIFT_FUEL_HEAT|TX:SOIL:DEC_LIME_APPLIED|TX:SOIL:DEC_N_APPLIED|TX:TRDE:DEC_DEMAND|TX:TRNS:INC_EFFICIENCY_ELECTRIC|TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC|TX:TRNS:INC_OCCUPANCY_LIGHT_DUTY|TX:TRNS:SHIFT_FUEL_LIGHT_DUTY|TX:TRNS:SHIFT_FUEL_MARITIME|TX:TRNS:SHIFT_FUEL_MEDIUM_DUTY|TX:TRNS:SHIFT_FUEL_RAIL|TX:TRNS:SHIFT_MODE_FREIGHT|TX:TRNS:SHIFT_MODE_PASSENGER|TX:TRNS:SHIFT_MODE_REGIONAL|TX:TRWW:INC_CAPTURE_BIOGAS|TX:TRWW:INC_COMPLIANCE_SEPTIC|TX:WALI:INC_TREATMENT_INDUSTRIAL|TX:WALI:INC_TREATMENT_RURAL|TX:WALI:INC_TREATMENT_URBAN|TX:WASO:DEC_CONSUMER_FOOD_WASTE|TX:WASO:INC_ANAEROBIC_AND_COMPOST|TX:WASO:INC_CAPTURE_BIOGAS|TX:WASO:INC_ENERGY_FROM_BIOGAS|TX:WASO:INC_ENERGY_FROM_INCINERATION|TX:WASO:INC_LANDFILLING|TX:WASO:INC_RECYCLING,0
6003,PFLO:NDC,NDC,NDC,TX:AGRC:DEC_CH4_RICE_STRATEGY_NDC|TX:AGRC:INC_CONSERVATION_AGRICULTURE_STRATEGY_NDC|TX:IPPU:DEC_CLINKER_STRATEGY_NDC|TX:WASO:INC_RECYCLING_STRATEGY_NDC|TX:TRNS:SHIFT_MODE_FREIGHT_STRATEGY_NDC|TX:WASO:INC_ENERGY_FROM_INCINERATION_STRATEGY_NDC|TX:LVST:INC_PRODUCTIVITY_STRATEGY_NDC|TX:AGRC:INC_PRODUCTIVITY_STRATEGY_NDC|TX:ENTC:TARGET_RENEWABLE_ELEC_STRATEGY_NDC|TX:LNDU:INC_REFORESTATION_STRATEGY_NDC|TX:WASO:INC_LANDFILLING_STRATEGY_NDC|TX:TRNS:SHIFT_MODE_REGIONAL_STRATEGY_NDC|TX:LSMM:INC_MANAGEMENT_POULTRY_STRATEGY_NDC|TX:TRWW:INC_COMPLIANCE_SEPTIC_STRATEGY_NDC|TX:TRDE:DEC_DEMAND_STRATEGY_NDC|TX:WALI:INC_TREATMENT_URBAN_STRATEGY_NDC|TX:WASO:DEC_CONSUMER_FOOD_WASTE_STRATEGY_NDC|TX:LSMM:INC_CAPTURE_BIOGAS_STRATEGY_NDC|TX:TRNS:SHIFT_MODE_PASSENGER_STRATEGY_NDC|TX:LSMM:INC_MANAGEMENT_OTHER_STRATEGY_NDC|TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_NDC|TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_NDC|TX:ENTC:DEC_LOSSES_STRATEGY_NDC|TX:WALI:INC_TREATMENT_RURAL_STRATEGY_NDC|TX:WASO:INC_CAPTURE_BIOGAS_STRATEGY_NDC|TX:SOIL:DEC_N_APPLIED_STRATEGY_NDC|TX:TRNS:INC_EFFICIENCY_ELECTRIC_STRATEGY_NDC|TX:IPPU:DEC_DEMAND_STRATEGY_NDC|TX:LNDU:DEC_DEFORESTATION_STRATEGY_NDC|TX:SOIL:DEC_LIME_APPLIED_STRATEGY_NDC|TX:IPPU:DEC_HFCS_STRATEGY_NDC|TX:LSMM:INC_MANAGEMENT_CATTLE_PIGS_STRATEGY_NDC|TX:WALI:INC_TREATMENT_INDUSTRIAL_STRATEGY_NDC|TX:INEN:INC_EFFICIENCY_ENERGY_STRATEGY_NDC|TX:WASO:INC_ENERGY_FROM_BIOGAS_STRATEGY_NDC|TX:TRNS:SHIFT_FUEL_MARITIME_STRATEGY_NDC|TX:ENTC:TARGET_CLEAN_HYDROGEN_STRATEGY_NDC|TX:TRNS:SHIFT_FUEL_MEDIUM_DUTY_STRATEGY_NDC,0
6004,PFLO:NZ,NZ,Net Zero,TX:SCOE:DEC_DEMAND_HEAT_STRATEGY_NZ|TX:AGRC:DEC_EXPORTS_STRATEGY_NZ|TX:IPPU:DEC_HFCS_STRATEGY_NZ|TX:WALI:INC_TREATMENT_URBAN_STRATEGY_NZ|TX:TRWW:INC_CAPTURE_BIOGAS_STRATEGY_NZ|TX:IPPU:DEC_N2O_STRATEGY_NZ|TX:SCOE:INC_EFFICIENCY_APPLIANCE_STRATEGY_NZ|TX:TRNS:SHIFT_FUEL_LIGHT_DUTY_STRATEGY_NZ|TX:WASO:DEC_CONSUMER_FOOD_WASTE_STRATEGY_NZ|TX:AGRC:INC_CONSERVATION_AGRICULTURE_STRATEGY_NZ|TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_NZ|TX:WALI:INC_TREATMENT_RURAL_STRATEGY_NZ|TX:TRWW:INC_COMPLIANCE_SEPTIC_STRATEGY_NZ|TX:AGRC:INC_PRODUCTIVITY_STRATEGY_NZ|TX:LSMM:INC_MANAGEMENT_OTHER_STRATEGY_NZ|TX:AGRC:DEC_CH4_RICE_STRATEGY_NZ|TX:INEN:INC_EFFICIENCY_ENERGY_STRATEGY_NZ|TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_NZ|TX:LSMM:INC_CAPTURE_BIOGAS_STRATEGY_NZ|TX:LSMM:INC_MANAGEMENT_CATTLE_PIGS_STRATEGY_NZ|TX:IPPU:DEC_CLINKER_STRATEGY_NZ|TX:TRNS:SHIFT_FUEL_MARITIME_STRATEGY_NZ|TX:WASO:INC_ENERGY_FROM_INCINERATION_STRATEGY_NZ|TX:ENTC:TARGET_RENEWABLE_ELEC_STRATEGY_NZ|TX:LSMM:INC_MANAGEMENT_POULTRY_STRATEGY_NZ|TX:FGTV:INC_FLARE_STRATEGY_NZ|TX:LNDU:DEC_DEFORESTATION_STRATEGY_NZ|TX:INEN:SHIFT_FUEL_HEAT_STRATEGY_NZ|TX:TRNS:SHIFT_FUEL_MEDIUM_DUTY_STRATEGY_NZ|TX:IPPU:DEC_DEMAND_STRATEGY_NZ|TX:WASO:INC_CAPTURE_BIOGAS_STRATEGY_NZ|TX:LVST:DEC_ENTERIC_FERMENTATION_STRATEGY_NZ|TX:PFLO:INC_IND_CCS_STRATEGY_NZ|TX:LVST:INC_PRODUCTIVITY_STRATEGY_NZ|TX:ENTC:TARGET_CLEAN_HYDROGEN_STRATEGY_NZ|TX:TRDE:DEC_DEMAND_STRATEGY_NZ|TX:SOIL:DEC_LIME_APPLIED_STRATEGY_NZ|TX:SCOE:SHIFT_FUEL_HEAT_STRATEGY_NZ|TX:TRNS:SHIFT_MODE_PASSENGER_STRATEGY_NZ|TX:IPPU:DEC_OTHER_FCS_STRATEGY_NZ|TX:AGRC:DEC_LOSSES_SUPPLY_CHAIN_STRATEGY_NZ|TX:WALI:INC_TREATMENT_INDUSTRIAL_STRATEGY_NZ|TX:TRNS:INC_OCCUPANCY_LIGHT_DUTY_STRATEGY_NZ|TX:WASO:INC_ANAEROBIC_AND_COMPOST_STRATEGY_NZ|TX:TRNS:SHIFT_MODE_FREIGHT_STRATEGY_NZ|TX:TRNS:SHIFT_FUEL_RAIL_STRATEGY_NZ|TX:LVST:DEC_EXPORTS_STRATEGY_NZ|TX:SOIL:DEC_N_APPLIED_STRATEGY_NZ|TX:WASO:INC_RECYCLING_STRATEGY_NZ|TX:TRNS:INC_EFFICIENCY_ELECTRIC_STRATEGY_NZ|TX:WASO:INC_LANDFILLING_STRATEGY_NZ|TX:ENTC:DEC_LOSSES_STRATEGY_NZ|TX:CCSQ:INC_CAPTURE_STRATEGY_NZ|TX:FGTV:DEC_LEAKS_STRATEGY_NZ|TX:TRNS:SHIFT_MODE_REGIONAL_STRATEGY_NZ|TX:LNDU:INC_REFORESTATION_STRATEGY_NZ|TX:WASO:INC_ENERGY_FROM_BIOGAS_STRATEGY_NZ|TX:IPPU:DEC_PFCS_STRATEGY_NZ,0
6005,PFLO:BAU,BAU,S BAU,TX:LVST:INC_PRODUCTIVITY_STRATEGY_BAU|TX:AGRC:INC_PRODUCTIVITY_STRATEGY_BAU,0
6006,PFLO:ASP,ASP,S ASP,TX:LVST:INC_PRODUCTIVITY_STRATEGY_ASP|TX:AGRC:INC_PRODUCTIVITY_STRATEGY_ASP,0
